,name,year,selling_price,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual
1144,Honda Jazz 1.5 VX i DTEC,2015.0,450000,38000.0,1,0,1,0,0,0,0,1,0,0,1
1145,Maruti SX4 Celebration Petrol,2012.0,220000,90000.0,2,0,0,0,0,1,0,1,0,0,1
1146,Hyundai i20 Active S Diesel,2018.0,650000,37000.0,1,0,1,0,0,0,1,0,0,0,1
1147,Maruti Alto 800 LXI,2018.0,285000,30000.0,1,0,0,0,0,1,1,0,0,0,1
1148,Honda Amaze V CVT Petrol BSIV,2018.0,725000,26000.0,1,0,0,0,0,1,1,0,0,1,0
1149,Maruti Ciaz ZXi,2016.0,625000,30000.0,1,0,0,0,0,1,1,0,0,0,1
1150,Hyundai i20 Active SX Petrol,2016.0,550000,23000.0,1,0,0,0,0,1,1,0,0,0,1
1151,Hyundai i10 Magna,2012.0,240000,40000.0,1,0,0,0,0,1,1,0,0,0,1
1152,Nissan Terrano XL 85 PS,2014.0,600000,27000.0,1,0,1,0,0,0,1,0,0,0,1
1153,Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000,65000.0,1,0,1,0,0,0,1,0,0,0,1
1154,Hyundai EON Magna Plus,2015.0,245000,32000.0,1,0,0,0,0,1,1,0,0,0,1
1155,Mahindra Bolero B6,2016.0,600000,56000.0,1,0,1,0,0,0,1,0,0,0,1
1156,BMW X1 sDrive 20d xLine,2017.0,2400000,30000.0,1,0,1,0,0,0,0,1,0,1,0
1157,Mahindra Scorpio SLE BS IV,2014.0,620000,80000.0,1,0,1,0,0,0,1,0,0,0,1
1158,Maruti Swift Dzire 1.2 Vxi BSIV,2014.0,395000,52000.0,2,0,0,0,0,1,1,0,0,0,1
1159,Maruti Ertiga ZXI,2014.0,635000,13250.0,1,0,0,0,0,1,1,0,0,0,1
1160,Maruti Alto LX,2011.0,180000,36000.0,1,0,0,0,0,1,1,0,0,0,1
1161,Maruti Swift ZDI Plus,2015.0,484999,73000.0,2,0,1,0,0,0,1,0,0,0,1
1162,Maruti Alto LX,2004.0,110000,60000.0,1,0,0,0,0,1,0,1,0,0,1
1163,Maruti Wagon R VXI BSIII,2006.0,150000,60000.0,2,0,0,0,0,1,0,1,0,0,1
1164,Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000,110000.0,1,0,1,0,0,0,0,1,0,0,1
1165,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000,70000.0,2,0,1,0,0,0,0,1,0,0,1
1166,Renault Duster 85PS Diesel RxL Plus,2013.0,302000,60000.0,2,0,1,0,0,0,0,1,0,0,1
1167,Maruti Swift Dzire Vdi BSIV,2011.0,215000,90000.0,4,0,1,0,0,0,0,1,0,0,1
1168,Maruti Wagon R VXI BSIII,2004.0,155000,80000.0,2,0,0,0,0,1,0,1,0,0,1
1169,Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1000000,101000.0,2,0,1,0,0,0,0,1,0,0,1
1170,Mahindra Bolero Power Plus SLX,2018.0,550000,44000.0,1,0,1,0,0,0,0,1,0,0,1
1171,Maruti Swift 1.3 VXi,2006.0,200000,45000.0,1,0,0,0,0,1,0,1,0,0,1
1172,Mahindra Scorpio S2 7 Seater,2017.0,750000,120000.0,1,0,1,0,0,0,0,1,0,0,1
1173,Maruti Zen LXI,2005.0,90000,90000.0,2,0,0,0,0,1,0,1,0,0,1
1174,Maruti Wagon R LXI Minor,2007.0,80000,120000.0,2,0,0,0,0,1,0,1,0,0,1
1175,Hyundai EON D Lite Plus,2013.0,229999,13500.0,1,0,0,0,0,1,0,1,0,0,1
1176,Renault KWID 1.0 RXT Optional,2017.0,350000,10000.0,1,0,0,0,0,1,0,1,0,0,1
1177,Hyundai Grand i10 Magna,2015.0,325000,25000.0,3,0,0,0,0,1,0,1,0,0,1
1178,Tata Tigor 1.2 Revotron XT,2018.0,450000,8500.0,1,0,0,0,0,1,0,1,0,0,1
1179,Maruti SX4 Celebration Diesel,2012.0,250000,120000.0,1,0,1,0,0,0,0,1,0,0,1
1180,Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000,120000.0,1,0,1,0,0,0,0,1,0,0,1
1181,Maruti Alto LXi,2009.0,150000,90246.0,3,0,0,0,0,1,0,1,0,0,1
1182,Maruti Alto LX BSIII,2014.0,110000,90000.0,2,0,0,0,0,1,0,1,0,0,1
1183,Maruti Alto LXi BSIII,2010.0,150000,40000.0,2,0,0,0,0,1,0,1,0,0,1
1184,Maruti Gypsy King Hard Top,2000.0,165000,60000.0,4,0,0,0,0,1,0,1,0,0,1
1185,Renault Duster 85PS Diesel RxL,2017.0,610000,32000.0,2,0,1,0,0,0,0,1,0,0,1
1186,Tata Manza Club Class Quadrajet90 VX,2013.0,170000,60400.0,1,0,1,0,0,0,0,1,0,0,1
1187,Hyundai Verna CRDi,2008.0,150000,70950.0,2,0,1,0,0,0,0,1,0,0,1
1189,Hyundai Xcent 1.1 CRDi Base,2015.0,375000,72000.0,1,0,1,0,0,0,0,1,0,0,1
1190,Maruti Swift VDI,2013.0,390000,90000.0,1,0,1,0,0,0,0,1,0,0,1
1191,Hyundai i20 Active 1.2 S,2017.0,600000,10000.0,1,0,0,0,0,1,0,1,0,0,1
1192,Maruti Alto 800 LXI,2014.0,204999,25000.0,2,0,0,0,0,1,0,1,0,0,1
1193,Hyundai Verna CRDi,2009.0,270000,80000.0,2,0,1,0,0,0,0,1,0,0,1
1194,Hyundai Grand i10 Sportz,2017.0,375000,10000.0,1,0,0,0,0,1,0,1,0,0,1
1195,Maruti Baleno Zeta,2020.0,700000,1100.0,1,0,0,0,0,1,0,1,0,0,1
1196,Maruti Swift VXI Deca,2017.0,455000,40000.0,1,0,0,0,0,1,0,1,0,0,1
1197,Hyundai i10 Sportz 1.1L,2017.0,375000,10000.0,1,0,0,0,0,1,0,1,0,0,1
1198,Hyundai Grand i10 Asta,2014.0,341000,31491.0,1,0,0,0,0,1,0,1,0,0,1
1199,Maruti Swift Dzire VDI,2014.0,200000,107143.0,2,0,1,0,0,0,0,1,0,0,1
1200,Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000,15000.0,1,0,0,0,0,1,0,1,0,1,0
1201,Hyundai Santro Xing GL Plus,2012.0,170000,50000.0,2,0,0,0,0,1,0,1,0,0,1
1202,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017.0,1900000,100000.0,1,0,1,0,0,0,0,1,0,0,1
1203,Mahindra Bolero Power Plus LX,2016.0,500000,60000.0,1,0,1,0,0,0,0,1,0,0,1
1204,Maruti Vitara Brezza ZDi Plus,2016.0,819999,85000.0,1,0,1,0,0,0,0,1,0,0,1
1205,Maruti Swift 1.2 DLX,2014.0,351000,40000.0,2,0,0,0,0,1,0,1,0,0,1
1206,Hyundai i10 Magna 1.2 iTech SE,2011.0,195000,80000.0,2,0,0,0,0,1,0,1,0,0,1
1207,Maruti Swift Dzire VDi,2008.0,250000,82000.0,2,0,1,0,0,0,0,1,0,0,1
1208,Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000,70000.0,2,0,0,0,0,1,0,1,0,0,1
1209,Maruti A-Star Vxi,2009.0,180000,70000.0,3,0,0,0,0,1,0,1,0,0,1
1210,Mahindra KUV 100 mFALCON D75 K6,2016.0,430000,20000.0,1,0,1,0,0,0,0,1,0,0,1
1211,Tata Nano Cx BSIV,2012.0,75000,35000.0,2,0,0,0,0,1,0,1,0,0,1
1212,Mahindra Xylo D4,2017.0,750000,80000.0,1,0,1,0,0,0,0,1,0,0,1
1213,Tata Nano Lx,2011.0,60000,40000.0,1,0,0,0,0,1,0,1,0,0,1
1214,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000,46412.0,1,0,1,0,0,0,0,1,0,0,1
1215,Mahindra Bolero SLX 2WD BSIII,2011.0,390000,150000.0,4,0,1,0,0,0,0,1,0,0,1
1216,Mahindra TUV 300 T4,2016.0,630000,50000.0,1,0,1,0,0,0,0,1,0,0,1
1217,Tata Safari Storme VX Varicor 400,2018.0,1085000,15000.0,1,0,1,0,0,0,0,1,0,0,1
1218,Hyundai i10 Magna 1.2 iTech SE,2012.0,190000,60000.0,2,0,0,0,0,1,0,1,0,0,1
1219,Maruti Baleno Delta Automatic,2018.0,550000,25000.0,1,0,0,0,0,1,0,1,0,1,0
1220,Maruti Alto 800 LXI,2012.0,200000,90000.0,3,0,0,0,0,1,0,1,0,0,1
1221,Chevrolet Spark 1.0 LT,2011.0,165000,60000.0,1,0,0,0,0,1,0,1,0,0,1
1222,Ford Figo Diesel Celebration Edition,2013.0,260000,65000.0,1,0,1,0,0,0,0,1,0,0,1
1223,Maruti Alto LX,2011.0,151000,40000.0,1,0,0,0,0,1,0,1,0,0,1
1224,Maruti Vitara Brezza VDi,2018.0,780000,50000.0,1,0,1,0,0,0,0,1,0,0,1
1225,Tata Indica Vista Quadrajet LX,2012.0,175000,80000.0,3,0,1,0,0,0,0,1,0,0,1
1226,Tata Indica Vista TDI LS,2010.0,170000,107500.0,1,0,1,0,0,0,1,0,0,0,1
1227,Tata Indica Vista TDI LS,2013.0,210000,135000.0,2,0,1,0,0,0,1,0,0,0,1
1228,Maruti Alto LXi,2007.0,90000,43826.0,2,0,0,0,0,1,1,0,0,0,1
1229,Hyundai i20 Active S Petrol,2016.0,535000,55838.0,1,0,0,0,0,1,1,0,0,0,1
1230,Maruti Swift VDI BSIV,2007.0,195000,112880.0,1,0,1,0,0,0,1,0,0,0,1
1231,Tata Indica Vista Terra Quadrajet 1.3L,2011.0,140000,60000.0,3,0,1,0,0,0,0,1,0,0,1
1232,Nissan Sunny XL,2012.0,350000,40000.0,1,0,0,0,0,1,0,1,0,0,1
1233,Hyundai Verna 1.6 SX VTVT (O),2013.0,425000,66000.0,1,0,1,0,0,0,0,1,0,0,1
1234,Renault KWID 1.0 RXT Optional,2017.0,300000,30300.0,1,0,0,0,0,1,0,1,0,0,1
1235,Volkswagen Vento Diesel Style Limited Edition,2013.0,340000,85000.0,1,0,1,0,0,0,0,1,0,0,1
1236,Maruti Swift Dzire VXi,2009.0,250000,80659.0,1,0,0,0,0,1,1,0,0,0,1
1237,Chevrolet Aveo 1.4 LS,2008.0,170000,81324.0,1,0,0,0,0,1,1,0,0,0,1
1238,Honda Amaze S i-Dtech,2013.0,315000,127884.0,1,0,1,0,0,0,1,0,0,0,1
1239,Chevrolet Beat PS,2015.0,200000,50000.0,1,0,0,0,0,1,0,1,0,0,1
1240,Chevrolet Beat PS,2016.0,300000,25000.0,1,0,0,0,0,1,0,1,0,0,1
1241,Honda Amaze S i-Dtech,2015.0,300000,66755.0,1,0,1,0,0,0,1,0,0,0,1
1242,Honda City E,2013.0,380000,123084.0,1,0,0,0,0,1,1,0,0,0,1
1243,Maruti Swift VXI BSIII,2009.0,250000,806599.0,1,0,0,0,0,1,1,0,0,0,1
1244,Honda Amaze S i-Dtech,2013.0,310000,95851.0,1,0,1,0,0,0,1,0,0,0,1
1245,Maruti Wagon R VXI Minor ABS,2010.0,260000,50000.0,1,0,0,0,0,1,0,1,0,0,1
1246,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008.0,150000,50000.0,2,0,1,0,0,0,0,1,0,0,1
1247,Maruti Esteem Vxi - BSIII,2006.0,85000,60000.0,2,0,0,0,0,1,0,1,0,0,1
1248,Maruti Alto 800 LXI,2014.0,280000,15000.0,2,0,0,0,0,1,0,1,0,0,1
1249,Mahindra Xylo H4 ABS,2016.0,850000,40000.0,1,0,1,0,0,0,0,1,0,0,1
1250,Datsun GO Plus T Option BSIV,2017.0,375000,20000.0,2,0,0,0,0,1,0,1,0,0,1
1251,Hyundai Elantra CRDi (Leather Option),2006.0,125000,120000.0,3,0,1,0,0,0,0,1,0,0,1
1252,Chevrolet Beat Diesel LT,2012.0,250000,110000.0,1,0,1,0,0,0,0,1,0,0,1
1253,Toyota Corolla Altis D-4D J,2014.0,715000,234000.0,1,0,1,0,0,0,0,1,0,0,1
1254,Hyundai i20 1.4 CRDi Era,2011.0,220000,70000.0,1,0,1,0,0,0,0,1,0,0,1
1255,Tata Indica Vista Aqua 1.3 Quadrajet,2010.0,110000,110000.0,2,0,1,0,0,0,0,1,0,0,1
1256,Hyundai Verna XXi (Petrol),2007.0,150000,84000.0,2,0,0,0,0,1,0,1,0,0,1
1257,Nissan Sunny Diesel XV,2012.0,300000,170000.0,1,0,1,0,0,0,0,1,0,0,1
1258,Datsun RediGO T Option,2017.0,220000,40000.0,1,0,0,0,0,1,0,1,0,0,1
1259,Maruti Wagon R LX,2006.0,75000,96000.0,2,0,0,0,0,1,0,1,0,0,1
1260,Tata Indigo LS,2009.0,100000,20000.0,1,0,1,0,0,0,0,1,0,0,1
1261,Ford Figo Aspire 1.2 Ti-VCT Trend,2016.0,380000,15000.0,1,0,0,0,0,1,0,1,0,0,1
1262,Hyundai Santro Xing XK (Non-AC),2007.0,100000,50000.0,1,0,0,0,0,1,0,1,0,0,1
1263,Volkswagen Passat 1.8 TSI MT,2010.0,480000,80000.0,2,0,1,0,0,0,0,1,0,0,1
1264,Toyota Etios GD,2012.0,300000,60000.0,1,0,1,0,0,0,0,1,0,0,1
1265,Chevrolet Beat Diesel LS,2013.0,190000,70000.0,1,0,1,0,0,0,0,1,0,0,1
1266,Ford Figo Diesel LXI,2012.0,190000,130000.0,2,0,1,0,0,0,0,1,0,0,1
1267,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017.0,650000,19014.0,1,0,0,0,0,1,0,1,0,0,1
1268,Toyota Corolla Executive (HE),2009.0,300000,23262.0,1,0,0,0,0,1,1,0,0,0,1
1269,Ford Freestyle Titanium Diesel BSIV,2016.0,700000,29600.0,1,0,1,0,0,0,1,0,0,0,1
1270,Hyundai i10 Sportz 1.1L,2015.0,310000,35925.0,1,0,0,0,0,1,1,0,0,0,1
1271,Maruti Ignis 1.2 Zeta BSIV,2018.0,500000,12000.0,1,0,0,0,0,1,0,1,0,0,1
1272,Toyota Etios V,2013.0,415000,40771.0,1,0,0,0,0,1,1,0,0,0,1
1273,Maruti Celerio VXI AT,2015.0,395000,30500.0,2,0,0,0,0,1,1,0,0,1,0
1274,Toyota Etios Liva 1.2 G,2014.0,430000,42000.0,2,0,0,0,0,1,1,0,0,0,1
1275,Toyota Corolla H6,2007.0,215000,55800.0,2,0,0,0,0,1,0,1,0,0,1
1276,Renault Duster RXL AWD,2014.0,550000,66569.0,1,0,1,0,0,0,1,0,0,0,1
1277,Volkswagen Polo 1.5 TDI Trendline,2014.0,415000,81358.0,1,0,1,0,0,0,1,0,0,0,1
1278,Volkswagen Polo 1.5 TDI Comfortline,2015.0,450000,82695.0,1,0,1,0,0,0,1,0,0,0,1
1279,Ford Figo Diesel EXI,2014.0,285000,68293.0,2,0,1,0,0,0,1,0,0,0,1
1280,Honda Jazz VX CVT,2016.0,580000,32000.0,1,0,0,0,0,1,1,0,0,1,0
1281,Maruti Swift Dzire Tour LDI,2014.0,300000,60000.0,1,0,1,0,0,0,1,0,0,0,1
1282,Hyundai Verna CRDi 1.6 SX Option,2018.0,1200000,60000.0,1,0,1,0,0,0,0,1,0,0,1
1283,Maruti 800 Std MPFi,2006.0,78000,64700.0,1,0,0,0,0,1,0,1,0,0,1
1285,Tata Zest Quadrajet 1.3 75PS XE,2016.0,400000,88470.0,1,0,1,0,0,0,0,1,0,0,1
1286,Hyundai Verna 1.6 CRDI SX Option,2016.0,850000,75000.0,1,0,1,0,0,0,0,1,0,0,1
1287,Volkswagen Vento Diesel Highline,2013.0,450000,120000.0,2,0,1,0,0,0,0,1,0,0,1
1288,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012.0,2500000,35000.0,1,0,1,0,0,0,0,1,0,1,0
1289,Toyota Etios 1.4 VXD,2017.0,780000,70000.0,1,0,1,0,0,0,0,1,0,0,1
1290,Toyota Fortuner 2.8 2WD AT BSIV,2017.0,3200000,57000.0,1,0,1,0,0,0,0,1,0,1,0
1291,Maruti Alto 800 VXI,2020.0,350000,1000.0,1,0,0,0,0,1,0,1,0,0,1
1292,Mahindra Quanto C6,2013.0,285000,60000.0,2,0,1,0,0,0,0,1,0,0,1
1293,Volkswagen Vento 1.5 TDI Highline,2015.0,525000,98000.0,1,0,1,0,0,0,1,0,0,0,1
1294,Maruti Ciaz ZDi,2014.0,550000,90000.0,2,0,1,0,0,0,1,0,0,0,1
1295,Volkswagen Ameo 1.5 TDI Comfortline,2018.0,580000,60000.0,1,0,1,0,0,0,0,1,0,0,1
1296,Tata Nano CX SE,2013.0,75000,25000.0,3,0,0,0,0,1,0,1,0,0,1
1297,Tata Manza Aura Quadrajet,2009.0,185000,60000.0,3,0,1,0,0,0,0,1,0,0,1
1298,Maruti Omni E 8 Str STD,2007.0,110000,90000.0,4,0,0,0,0,1,0,1,0,0,1
1299,Honda City 1.5 EXI,2004.0,180000,200000.0,2,0,0,0,0,1,0,1,0,0,1
1300,Volkswagen Polo Diesel Comfortline 1.2L,2010.0,350000,110000.0,2,0,1,0,0,0,0,1,0,0,1
1301,Chevrolet Optra 1.6 LS,2005.0,60000,126000.0,2,0,0,0,0,1,0,1,0,0,1
1302,Mahindra TUV 300 T10,2018.0,695000,70000.0,1,0,1,0,0,0,0,1,0,0,1
1303,Mahindra Alturas G4 4X2 AT BSIV,2019.0,2700000,5000.0,1,0,1,0,0,0,0,1,0,1,0
1304,Maruti Zen Estilo LX BSIII,2007.0,135000,74183.0,2,0,0,0,0,1,0,1,0,0,1
1305,Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,640000,70000.0,2,0,1,0,0,0,0,1,0,0,1
1306,Maruti Alto 800 VXI,2014.0,160000,90000.0,1,0,0,0,0,1,0,1,0,0,1
1307,Tata Indica LXI,2004.0,80000,46000.0,2,0,0,0,0,1,0,1,0,0,1
1308,Maruti Swift Dzire VDI,2013.0,340000,110000.0,2,0,1,0,0,0,0,1,0,0,1
1309,Maruti Ritz VDi,2012.0,110000,80000.0,2,0,1,0,0,0,0,1,0,0,1
1310,Tata Sumo Gold EX,2013.0,250000,90000.0,2,0,1,0,0,0,0,1,0,0,1
1311,Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1300000,70000.0,1,0,1,0,0,0,0,1,0,0,1
1312,Mahindra Quanto C6,2014.0,250000,1.0,2,0,1,0,0,0,0,1,0,0,1
1313,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009.0,450000,192000.0,1,0,1,0,0,0,0,1,0,0,1
1314,Maruti Wagon R LX Minor,2013.0,240000,70000.0,4,0,0,0,0,1,0,1,0,0,1
1315,Mahindra Bolero DI DX 7 Seater,2007.0,225000,120000.0,2,0,1,0,0,0,0,1,0,0,1
1316,Maruti Wagon R VXI Optional,2015.0,275000,60000.0,2,0,0,0,0,1,0,1,0,0,1
1317,Tata Sumo Victa CX 7/9 Str BSII,2012.0,320000,120000.0,2,0,1,0,0,0,0,1,0,0,1
1318,Maruti Alto LX BSIII,2008.0,75000,120000.0,1,0,0,0,0,1,0,1,0,0,1
1319,Tata Indica GLS BS IV,2007.0,85000,50000.0,2,0,0,0,0,1,0,1,0,0,1
1320,Tata Indica Vista Aqua TDI BSIII,2009.0,90000,120000.0,1,0,1,0,0,0,0,1,0,0,1
1321,Maruti Wagon R LXI Minor,2007.0,85000,80000.0,2,0,0,0,0,1,0,1,0,0,1
1322,Mahindra Scorpio M2DI,2008.0,350000,80000.0,2,0,1,0,0,0,0,1,0,0,1
1323,Skoda Superb Elegance 2.0 TDI CR AT,2009.0,355000,100000.0,2,0,1,0,0,0,0,1,0,1,0
1324,Maruti Swift VXI,2020.0,619000,1500.0,1,0,0,0,0,1,0,1,0,0,1
1325,Jeep Compass 2.0 Longitude Option BSIV,2018.0,1700000,50000.0,1,0,1,0,0,0,0,1,0,0,1
1326,Tata Indica DL,2006.0,55000,100000.0,2,0,1,0,0,0,0,1,0,0,1
1327,Ford Fiesta 1.6 ZXi Leather,2006.0,95000,83411.0,1,0,0,0,0,1,0,1,0,0,1
1328,Volkswagen Vento Diesel Highline,2011.0,300000,120000.0,2,0,1,0,0,0,0,1,0,0,1
1329,Ford Fiesta 1.6 ZXi Leather,2006.0,81000,83411.0,1,0,0,0,0,1,0,1,0,0,1
1330,Skoda Superb Elegance 2.0 TDI CR AT,2015.0,1000000,80000.0,2,0,1,0,0,0,0,1,0,1,0
1331,Maruti Ertiga VDI,2019.0,925000,50000.0,1,0,1,0,0,0,0,1,0,0,1
1332,Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,450000,40000.0,1,0,1,0,0,0,0,1,0,0,1
1333,Mahindra Scorpio EX,2014.0,600000,13270.0,1,0,1,0,0,0,0,1,0,0,1
1334,Hyundai Santro Xing XL AT eRLX Euro III,2006.0,85000,100000.0,3,0,0,0,0,1,0,1,0,1,0
1335,Mahindra Thar DI 4X4 PS,2016.0,700000,50000.0,1,0,1,0,0,0,0,1,0,0,1
1336,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017.0,486000,26500.0,1,0,0,0,0,1,0,1,0,0,1
1337,Maruti Swift VDI,2013.0,400000,90000.0,1,0,1,0,0,0,0,1,0,0,1
1338,Ford Fiesta 1.4 Duratec ZXI,2008.0,120000,100000.0,3,0,0,0,0,1,0,1,0,0,1
1339,Maruti Alto 800 LXI,2018.0,275000,35000.0,1,0,0,0,0,1,0,1,0,0,1
1340,Hyundai i20 Asta Option 1.4 CRDi,2016.0,580000,57000.0,1,0,1,0,0,0,0,1,0,0,1
1341,Maruti Swift Dzire LXI,2015.0,375000,70000.0,1,0,0,0,0,1,0,1,0,0,1
1342,Maruti Wagon R VXI BS IV with ABS,2015.0,229999,100000.0,3,0,0,0,0,1,0,1,0,0,1
1343,Maruti Alto LX,2010.0,110000,88000.0,2,0,0,0,0,1,0,1,0,0,1
1344,Maruti Swift Dzire VDI,2017.0,600000,60000.0,1,0,1,0,0,0,0,1,0,0,1
1345,Maruti A-Star Vxi,2009.0,120000,60000.0,2,0,0,0,0,1,0,1,0,0,1
1346,Ford Figo Diesel Titanium,2010.0,200000,100000.0,2,0,1,0,0,0,0,1,0,0,1
1347,Hyundai Verna 1.6 SX CRDi (O),2012.0,450000,110000.0,2,0,1,0,0,0,0,1,0,0,1
1348,Hyundai Verna 1.6 SX CRDi (O),2012.0,550000,80000.0,2,0,1,0,0,0,0,1,0,0,1
1349,Maruti Alto LX,2012.0,220000,80000.0,2,0,0,0,0,1,0,1,0,0,1
1350,Maruti 800 EX,2001.0,40000,30000.0,1,0,0,0,0,1,0,1,0,0,1
1351,Renault KWID Climber 1.0 AMT,2017.0,300000,20000.0,1,0,0,0,0,1,0,1,0,1,0
1352,Mahindra Bolero Power Plus SLE,2018.0,630000,40000.0,1,0,1,0,0,0,0,1,0,0,1
1353,Maruti Swift Dzire VDI,2017.0,610000,40000.0,2,0,1,0,0,0,0,1,0,0,1
1354,Hyundai Xcent 1.2 VTVT S,2019.0,660000,7000.0,2,0,0,0,0,1,0,1,0,0,1
1355,Maruti Wagon R LXI LPG BSIV,2012.0,220000,80000.0,1,0,0,0,1,0,0,1,0,0,1
1356,Nissan Micra Diesel XV Premium,2011.0,138000,90000.0,2,0,1,0,0,0,0,1,0,0,1
1357,Nissan Micra Diesel XV Premium,2013.0,210000,13770.0,1,0,1,0,0,0,0,1,0,0,1
1358,Maruti Zen LXi - BS III,2005.0,125000,34000.0,1,0,0,0,0,1,1,0,0,0,1
1359,Maruti Alto LXi BSIII,2008.0,125000,102000.0,1,0,0,0,0,1,1,0,0,0,1
1360,Honda City i DTEC SV,2014.0,725000,110000.0,1,0,1,0,0,0,0,1,0,0,1
1361,Maruti Alto K10 2010-2014 VXI,2011.0,170000,90000.0,2,0,0,0,0,1,0,1,0,0,1
1362,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015.0,1200000,70000.0,3,0,1,0,0,0,0,1,0,0,1
1363,Maruti Wagon R VXI BSIII,2003.0,70000,90000.0,2,0,0,0,0,1,0,1,0,0,1
1364,Maruti Alto LXi,2007.0,100000,70000.0,2,0,0,0,0,1,0,1,0,0,1
1365,Honda Civic 1.8 (E) MT,2006.0,300000,80000.0,2,0,0,0,0,1,0,1,0,0,1
1366,Maruti Swift VDI,2013.0,450000,100000.0,2,0,1,0,0,0,0,1,0,0,1
1367,Maruti Swift Dzire VDI,2015.0,530000,100000.0,1,0,1,0,0,0,0,1,0,0,1
1368,Maruti Zen Estilo 1.1 LXI BSIII,2007.0,100000,143000.0,3,0,0,0,0,1,0,1,0,0,1
1369,Honda City 1.5 V MT,2010.0,350000,115000.0,2,0,0,0,0,1,0,1,0,0,1
1370,Tata Manza ELAN Quadrajet BS IV,2011.0,165000,100000.0,1,0,1,0,0,0,0,1,0,0,1
1371,Maruti Swift Dzire ZDI,2019.0,475000,120000.0,2,0,1,0,0,0,0,1,0,0,1
1372,Mahindra Xylo E4 ABS BS IV,2013.0,350000,42000.0,1,0,1,0,0,0,0,1,0,0,1
1373,Renault KWID RXL,2016.0,229999,38000.0,1,0,0,0,0,1,0,1,0,0,1
1374,Honda WR-V i-DTEC VX,2018.0,800000,60000.0,1,0,1,0,0,0,0,1,0,0,1
1375,Maruti Swift Dzire ZDI,2014.0,475000,120000.0,2,0,1,0,0,0,0,1,0,0,1
1376,Nissan Terrano XL 110 PS,2014.0,425000,136906.0,1,0,1,0,0,0,0,1,0,0,1
1377,Maruti Ciaz VDi Plus,2015.0,660000,97000.0,2,0,1,0,0,0,0,1,0,0,1
1378,Honda Amaze S CVT Petrol,2019.0,610000,10000.0,1,0,0,0,0,1,0,1,0,1,0
1379,Honda Brio S MT,2013.0,240000,50000.0,3,0,0,0,0,1,0,1,0,0,1
1380,Maruti Esteem Lxi,2005.0,70000,60000.0,1,0,0,0,0,1,0,1,0,0,1
1381,Toyota Corolla Altis Diesel D4DGL,2011.0,550000,120000.0,1,0,1,0,0,0,0,1,0,0,1
1382,Tata Indica Vista Aura 1.2 Safire,2010.0,100000,120000.0,2,0,0,0,0,1,0,1,0,0,1
1383,Mahindra Bolero SLE,2010.0,350000,90000.0,2,0,1,0,0,0,0,1,0,0,1
1384,Hyundai EON Era Plus,2013.0,200000,120000.0,1,0,0,0,0,1,0,1,0,0,1
1385,Hyundai Elite i20 Asta Option CVT BSIV,2019.0,720000,3000.0,1,0,0,0,0,1,0,1,0,1,0
1386,Maruti Ritz VDi,2014.0,350000,133000.0,1,0,1,0,0,0,0,1,0,0,1
1387,Maruti Wagon R VXI BS IV,2016.0,400000,25000.0,1,0,0,0,0,1,0,1,0,0,1
1388,Hyundai i20 Active 1.2 S,2017.0,570000,35000.0,1,0,0,0,0,1,0,1,0,0,1
1389,Maruti Omni MPI STD BSIV,2015.0,130000,70000.0,1,0,0,0,0,1,0,1,0,0,1
1390,Maruti Alto 800 LXI,2016.0,210000,52000.0,1,0,0,0,0,1,0,1,0,0,1
1391,Hyundai Creta 1.4 E Plus,2018.0,800000,52000.0,1,0,1,0,0,0,0,1,0,0,1
1392,Honda Jazz 1.5 E i DTEC,2017.0,700000,39000.0,1,0,1,0,0,0,0,1,0,0,1
1393,Tata Indica Vista Quadrajet VX,2011.0,200000,28689.0,1,0,1,0,0,0,0,1,0,0,1
1394,Tata Aria Pure LX 4x2,2014.0,495000,90000.0,2,0,1,0,0,0,0,1,0,0,1
1395,Ford Fiesta Classic 1.4 Duratorq CLXI,2014.0,325000,80322.0,1,0,1,0,0,0,1,0,0,0,1
1396,Ford Freestyle Trend Petrol BSIV,2019.0,650000,8000.0,1,0,0,0,0,1,0,1,0,0,1
